A,B,C,fit,strange,score,text
A01,B10,C13,2,0,0,"Agents that can pay per request (x402 / stablecoin micropayments) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A01,B10,C14,2,0,0,"Agents that can pay per request (x402 / stablecoin micropayments) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Prediction market: price aggregates dispersed knowledge into a probability"
A01,B10,C15,1,2,2,"Agents that can pay per request (x402 / stablecoin micropayments) || SMEs can't get credit: thin files, no collateral (SAFE survey) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A01,B11,C01,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Airline yield management: price changes by demand minute to minute"
A01,B11,C02,1,3,3,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A01,B11,C03,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A01,B11,C04,0,2,0,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Reinsurance: pooling many small risks and selling slices to big capital"
A01,B11,C05,1,3,3,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Air-traffic control: live deconfliction of many actors in shared space"
A01,B11,C06,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Spotify royalties: tiny usage events settled into automatic payouts"
A01,B11,C07,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Carfax-style history report built from many third-party events"
A01,B11,C08,1,3,3,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Ant colony / stigmergy: coordination through traces left in the environment"
A01,B11,C09,0,3,0,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Clinical triage: route cases by urgency with a short standard question set"
A01,B11,C10,1,2,2,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Futures market: sell next season's output today to lock a price"
A01,B11,C11,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Container shipping standard (TEU): one box fits every ship, truck, crane"
A01,B11,C12,1,3,3,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Speedrun/leaderboard gaming: public live competition drives behaviour"
A01,B11,C13,1,2,2,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A01,B11,C14,2,2,4,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Prediction market: price aggregates dispersed knowledge into a probability"
A01,B11,C15,1,3,3,"Agents that can pay per request (x402 / stablecoin micropayments) || Used goods and repairs lack trusted history, so resale value collapses || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A01,B12,C01,6,3,18,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Airline yield management: price changes by demand minute to minute"
A01,B12,C02,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A01,B12,C03,4,3,12,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A01,B12,C04,2,2,4,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Reinsurance: pooling many small risks and selling slices to big capital"
A01,B12,C05,4,3,12,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Air-traffic control: live deconfliction of many actors in shared space"
A01,B12,C06,4,3,12,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Spotify royalties: tiny usage events settled into automatic payouts"
A01,B12,C07,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Carfax-style history report built from many third-party events"
A01,B12,C08,4,3,12,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Ant colony / stigmergy: coordination through traces left in the environment"
A01,B12,C09,3,3,9,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Clinical triage: route cases by urgency with a short standard question set"
A01,B12,C10,4,2,8,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Futures market: sell next season's output today to lock a price"
A01,B12,C11,2,3,6,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Container shipping standard (TEU): one box fits every ship, truck, crane"
A01,B12,C12,4,3,12,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Speedrun/leaderboard gaming: public live competition drives behaviour"
A01,B12,C13,4,2,8,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A01,B12,C14,4,2,8,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Prediction market: price aggregates dispersed knowledge into a probability"
A01,B12,C15,3,3,9,"Agents that can pay per request (x402 / stablecoin micropayments) || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A01,B13,C01,2,3,6,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Airline yield management: price changes by demand minute to minute
A01,B13,C02,1,3,3,"Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A01,B13,C03,1,3,3,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A01,B13,C04,0,2,0,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Reinsurance: pooling many small risks and selling slices to big capital
A01,B13,C05,1,3,3,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Air-traffic control: live deconfliction of many actors in shared space
A01,B13,C06,1,3,3,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Spotify royalties: tiny usage events settled into automatic payouts
A01,B13,C07,0,3,0,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Carfax-style history report built from many third-party events
A01,B13,C08,1,3,3,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Ant colony / stigmergy: coordination through traces left in the environment
A01,B13,C09,1,3,3,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Clinical triage: route cases by urgency with a short standard question set
A01,B13,C10,1,2,2,Agents that can pay per request (x402 / stablecoin micropayments) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Futures market: sell next season's output today to lock a price
